question,type,history,kure_openai_avg_faithfulness,kure_openai_avg_relevance,kure_openai_avg_rejection,kure_openai_avg_correctness,kure_openai_avg_context_precision,kure_openai_avg_context_recall,small_openai_avg_faithfulness,small_openai_avg_relevance,small_openai_avg_rejection,small_openai_avg_correctness,small_openai_avg_context_precision,small_openai_avg_context_recall,kure_gemma_avg_faithfulness,kure_gemma_avg_relevance,kure_gemma_avg_rejection,kure_gemma_avg_context_precision,kure_gemma_avg_correctness,kure_gemma_avg_context_recall,kure_phi_avg_faithfulness,kure_phi_avg_relevance,kure_phi_avg_rejection,kure_phi_avg_context_precision,kure_phi_avg_correctness,kure_phi_avg_context_recall,kure_qwen_avg_faithfulness,kure_qwen_avg_relevance,kure_qwen_avg_rejection,kure_qwen_avg_context_precision,kure_qwen_avg_correctness,kure_qwen_avg_context_recall,koe5_gemma_avg_faithfulness,koe5_gemma_avg_relevance,koe5_gemma_avg_rejection,koe5_gemma_avg_context_precision,koe5_gemma_avg_correctness,koe5_gemma_avg_context_recall,koe5_phi_avg_faithfulness,koe5_phi_avg_relevance,koe5_phi_avg_rejection,koe5_phi_avg_context_precision,koe5_phi_avg_correctness,koe5_phi_avg_context_recall,koe5_qwen_avg_faithfulness,koe5_qwen_avg_relevance,koe5_qwen_avg_rejection,koe5_qwen_avg_context_precision,koe5_qwen_avg_correctness,koe5_qwen_avg_context_recall,koe5_openai_avg_faithfulness,koe5_openai_avg_relevance,koe5_openai_avg_rejection,koe5_openai_avg_context_precision,koe5_openai_avg_correctness,koe5_openai_avg_context_recall,small_gemma_avg_faithfulness,small_gemma_avg_relevance,small_gemma_avg_rejection,small_gemma_avg_context_precision,small_gemma_avg_correctness,small_gemma_avg_context_recall,small_phi_avg_faithfulness,small_phi_avg_relevance,small_phi_avg_rejection,small_phi_avg_context_precision,small_phi_avg_correctness,small_phi_avg_context_recall,small_qwen_avg_faithfulness,small_qwen_avg_relevance,small_qwen_avg_rejection,small_qwen_avg_context_precision,small_qwen_avg_correctness,small_qwen_avg_context_recall
"대검찰청의 APC-HUB(아태 사이버범죄 역량강화 허브) 온라인 교육시스템 고도화 시, 교육을 이수한 수사관들이 취득하는 '인증서 및 수료 결과'는 사이트 내에서 어떠한 방식으로 발급되도록 요구합니까?",A,[],2,4,5,,1,,3,4,5,,1,,5,2,5,1,,,5,1,5,5,,,5,1,5,1,,,2,1,1,1,,,5,2,5,1,,,1,1,5,5,,,2,4,5,1,,,5,2,5,1,,,5,1,5,1,,,1,2,5,1,,
"부산관광공사가 자사 경영정보시스템의 기능을 개선하면서, 기존의 느린 보고 체계를 대체하기 위해 모바일 디바이스 지원 차원에서 도입토록 강제한 핵심 행정 모듈은 무엇입니까?",A,[],5,2,5,,2,,5,2,5,,1,,5,2,5,1,,,5,1,5,1,,,5,1,5,1,,,1,2,5,5,,,5,2,5,5,,,1,2,5,5,,,5,1,5,1,,,1,1,5,5,,,5,2,5,5,,,1,3,5,5,,
"광주문화재단의 문화예술플랫폼 유지보수 61,890,000원 예산 구조를 가공해 봅니다. 이 총액 중 정기 서버 임대 스토리지 명목으로 25%가 기성 차감됩니다. 남은 개발비 중에 15%를 플랫폼 티켓 예매 PG사 결제 연동 검증 수수료로 소모하고, 잔액의 절반을 메인 UI 디자이너 1인의 성과급으로 지급할 때 최종 남은 절반을 차지하는 시스템 백엔드 프로그래머가 가져가게 될 예산 액수는 정확히 얼마입니까?",A,[],1,5,5,,4,,1,2,5,,1,,1,5,1,2,,,1,5,1,2,,,1,5,1,2,,,4,1,5,4,,,1,5,1,4,,,1,5,1,4,,,1,1,5,4,,,5,1,5,2,,,1,4,1,2,,,1,5,1,4,,
"고양도시관리공사의 관산 다목적구장 시스템(9,000만 원) 예산과 남서울대학교 학사행정 암호화 지원(7,000만 원) 사업 중 어떠한 용역에 배정된 예산 덩치가 더 큽니까?",B,[],1,2,5,,1,,1,3,3,,4,,1,5,1,5,,,1,3,1,5,,,1,5,1,5,,,5,2,5,5,,,1,2,1,5,,,1,1,5,5,,,1,2,3,3,,,1,3,5,5,,,1,2,1,5,,,1,3,5,5,,
"부산관광공사 경영정보망 사업비(109,000,000원) 액수와 남서울대학교 학사망 암호화 용역비(70,000,000원)의 수치 간 금액 차이는 얼마인가요?",B,[],1,2,5,,1,,1,5,1,,1,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,5,2,5,1,,,1,5,1,5,,,1,5,5,5,,,1,5,1,1,,,5,1,5,5,,,1,5,5,1,,,5,2,5,5,,
아시아물위원회 우즈벡 시스템 원조망(50.31억 원)과 부산국제영화제 예매시스템망(2.43억 원) 두 시스템 구축비의 통합 규모 총계는 어느 선입니까?,B,[],1,2,3,,3,,2,2,5,,4,,1,5,1,5,,,1,5,1,4,,,1,5,1,5,,,5,1,5,1,,,1,5,1,1,,,1,2,5,1,,,1,2,5,4,,,1,2,5,4,,,1,5,1,1,,,1,1,1,5,,
서울시 여성가족재단의 시스템 통합 예산(약 3.36억)이 부산관광공사의 경영정보시스템 개선 자본(약 1.09억)을 규모로 따돌리고 더 큰 폭을 선점하고 있나요?,B,[],1,2,5,,1,,1,3,5,,4,,5,3,5,5,,,5,3,5,5,,,1,5,1,5,,,1,2,5,5,,,5,3,5,5,,,1,3,5,5,,,1,2,5,2,,,5,3,5,5,,,5,3,5,5,,,1,1,5,5,,
"(사)부산국제영화제의 BIFF 행사 예매 체계와 고양도시관리공사 다목적구장 대관 체계, 두 시스템 모두 '유저가 날짜를 지정해 무언가를 구매(점유)하는 플랫폼'입니다. 그러나 이 두 예약 엔진이 필수로 감당해야 하는 '트래픽 부하의 시간적 분포 패턴(Traffic Distribution)'에 있어서, 행사 개막 티켓팅 특성과 주말 체육관 대관의 예약 오픈 성향은 서버 아키텍처 상 어떠한 상반된 스트레스 유형을 지니나요?",B,[],1,2,5,,2,,1,2,5,,1,,1,2,5,3,,,1,2,5,3,,,1,2,5,3,,,1,1,5,4,,,1,2,5,2,,,1,2,5,3,,,1,3,5,2,,,1,2,5,4,,,1,1,5,2,,,1,2,5,4,,
"대한민국 대검찰청의 사이버범죄 교육망 허브 고도화와 남서울대학교의 학사행정 암호화 용역, 이 양측은 데이터를 다루는 '보안 적용의 주된 방향성(Focus)'에서 극히 다른 타깃을 가집니다. 즉, 보안이 어느 계층의 어느 리스크를 막는 데 주안점을 두는지 양 사업의 목적성을 비교하여 대비점을 도출하십시오.",B,[],1,2,5,,1,,2,3,3,,2,,1,5,1,1,,,5,1,5,1,,,1,4,1,1,,,5,2,5,1,,,1,3,3,2,,,1,2,5,2,,,3,2,5,2,,,5,3,5,1,,,1,2,1,5,,,1,2,5,1,,
"코이카-아시아물위원회 우즈벡 관개망, 한국연구재단 실태조사 시스템(1.293억), 부산관광공사 시스템 개선(1.09억), 한국보건산업진흥원 의료기기 시스템(0.5억) 네 곳의 사업 자금을 종합하여 예산을 통합 결산하십시오. 아울러 이 네 개망 중 우즈벡 관개망(수문 원격 통제)과 한국보건산업망(의료기기 등록/인허가 체계)을 주목할 시, 이들 시스템에서 시스템 통신 지연 혹은 에러가 발생해 관할 서버가 '페일 세이프(Fail-Safe, 장애 발생 시 안전 지향적 가동 중단 상태)'를 발동했다고 가정해 봅시다. 이때 수문 관리 현장과 의료기기 생산 기업 공장 출하 현장에서 파생되는 업무 셧다운의 직접적인 생존적(물리/경제적) 리스크 파장을 대조 설명해 보세요.",B,[],1,2,5,,1,,2,2,5,,2,,5,1,5,1,,,1,2,1,1,,,1,3,1,1,,,1,2,5,1,,,1,2,1,1,,,5,2,5,1,,,1,2,5,1,,,1,2,3,1,,,1,3,1,1,,,1,2,5,1,,
"코레일 자동분석 개량비용(미기재)을 제외하고, 서울시 여성가족재단의 성범죄 삭제 연동망(약 3.364억), 부산국제영화제 IT 플랫폼(2.43억), 고양도시관리공사 다목적구장망(0.9억) 세 과업의 지출 자본 총합을 완성하세요. 더 깊이 파고들어, 부산국제영화제의 예매 플랫폼과 고양시 체육관 대관 플랫폼(둘 다 다수 시민의 접속 결제 위주)이 마주하는 일반적 해킹 공격 성향과, 여성가족재단의 성범죄 삭제망(극심한 개인정보 은닉 위주)이 마주하는 불법 포르노 사이트 운영자들의 범죄적 해킹 공격 양태('디도스 셧다운' vs '데이터 탈취/인질극')가 어떻게 성질이 다른지 시스템 운영 목적에 빗대어 비평하십시오.",B,[],1,2,5,,1,,1,4,5,,2,,5,1,5,1,,,1,3,1,5,,,1,4,1,1,,,5,2,5,1,,,1,3,1,3,,,5,2,3,1,,,1,1,5,1,,,1,3,5,5,,,1,2,5,1,,,5,3,5,1,,
광주문화예술통합플랫폼 유지 및 보수 용역비 배분 규정 중에 속해 있는 개발자들 복지 차원으로 제공되는 관내 광주 지역 유명 베이커리의 분기별 케이크 상품권 임의 배정 지급 단가 내용이 포함되어 있나요?,D,[],2,3,5,,1,,3,3,5,,1,,5,3,5,1,,,5,3,5,1,,,5,3,5,1,,,1,2,5,1,,,1,4,5,1,,,1,4,5,1,,,3,4,5,1,,,1,3,5,1,,,5,3,5,1,,,5,2,5,1,,
"고양도시관리공사에 속한 관산 다목적구장 플랫폼이 외부 시민회원의 아이디와 비밀번호를 관리 중입니다. 1년 이상 홈페이지를 클릭해 방문하지 않고 구장 대관도 하지 않은 잠수(휴면) 가입 회원의 자택 주소로, 자동 삭제 안내 우편 통지서를 보내기 위한 엽서 봉투 수발송용 우표 구매비 예산이 이 과업 시스템 내에 명시되었습니까?",D,[],1,4,1,,2,,3,2,5,,2,,5,3,5,1,,,5,1,5,1,,,1,3,5,1,,,5,1,5,1,,,5,3,5,1,,,1,2,5,1,,,2,2,5,1,,,5,2,5,1,,,5,2,5,1,,,1,5,5,1,,
"야 거기 한국철됴공사 코레일 얘덜이 그 열창에 붙어잇는 운행기록 장치에서 데이터 떼다가 무슨 지들이 자동부석 한다는 망 맹근다는데, 뻘짓 말고 걍 엑설로 뽑아서 사람이 직접 보지 굳이 저케 하는대 젤 큰 시스템 묙적 하나망 알려주오.",E,[],5,2,5,,5,,5,4,5,,5,,5,1,5,4,,,5,2,5,2,,,1,2,1,4,,,1,3,1,2,,,1,2,1,2,,,1,2,1,3,,,5,5,5,5,,,1,5,1,2,,,1,3,1,2,,,1,3,1,3,,
부산깐광겅사랑 그 서울씨여성가죡재댠 거기 그 시스템 지시셔 보니까 완전 딴 세상이더만여. 부샨은 무슨 지내 회사 행정 결재 고치는 거구 서율녀성은 심각한 몰뺘 카먀라 성범쟤 영쌍 지우눈 Ai망이라눈데. 이거 두개 시스템중에 하나가 고장나서 터지묜 사회적 인명 피향이나 그 사회파긥력 클 쪽이 어디공 또 왤케 극단적으로 차이나늰지 삐꾜해 가주구 적어바라요.,E,[],3,2,5,,5,,2,4,3,,3,,1,2,5,1,,,5,1,5,1,,,1,3,1,1,,,1,2,3,1,,,5,1,5,1,,,1,5,1,1,,,1,2,5,1,,,1,3,3,1,,,5,1,5,1,,,1,4,1,1,,
재단법인 광주광역시 광주문화재단의 '광주문화예술통합플랫폼 시스템 유지 및 보수 용역' 발주 문서에 공지된 사업 예산은 액면가로 얼마입니까?,A,[],4,2,5,,4,,1,2,5,,1,,5,1,5,1,,,5,2,5,5,,,1,5,1,1,,,1,1,5,1,,,5,2,5,2,,,1,4,5,1,,,1,1,5,1,,,1,2,5,1,,,5,2,5,1,,,1,1,5,1,,
(사)부산국제영화제의 행사지원시스템 공급을 총괄하는 본 용역 사업에 편성된 공식 추정 예산은 수치로 어떻게 되나요?,A,[],5,5,5,,5,,5,5,5,,5,,5,5,5,5,,,4,5,5,5,,,5,5,5,5,,,4,5,5,5,,,5,5,5,5,,,5,5,5,5,,,5,5,5,5,,,4,5,5,5,,,5,5,5,5,,,5,5,5,5,,
남서울대학교가 스마트 학사행정망을 활성화하기 위해 지출하는 정보시스템 암호화 개발 용역의 총규모는 얼마입니까?,A,[],1,1,1,,1,,3,4,5,,3,,5,2,5,5,,,5,3,5,1,,,3,1,5,1,,,1,5,5,5,,,5,1,5,1,,,1,2,5,1,,,3,5,5,2,,,5,2,5,1,,,5,2,5,1,,,1,2,5,5,,
"고양도시관리공사의 다목적구장 홈페이지와 회원 통합운영망 구축 과정에서, 이용객의 대관 결제 편의성을 돕기 위해 의무적으로 시스템 모듈에 연동시켜야 하는 시중 금융 기관 연계(PG) 포맷의 필수 요건은 무엇입니까?",A,[],3,2,5,,4,,1,2,5,,5,,5,1,5,1,,,5,3,5,5,,,1,1,5,2,,,5,2,5,5,,,5,2,5,1,,,5,2,5,1,,,2,2,5,5,,,5,2,5,1,,,5,2,5,1,,,5,1,5,2,,
"대검찰청의 APC-HUB(아태 사이버범죄 역량강화 허브) 온라인 교육망 구축비 35,750,000원을 기준으로 예산을 재구성해 봅니다. 이 총 예산에서 동영상 스트리밍을 위한 해외 트래픽 호스팅 명목으로 20%를 선 지급하고, 남은 비용의 50%를 외부 사이버 수사 자문단 5명에게 '동영상의 다국어 자막 감수비' 명목으로 동일하게 배분 지급한다면 자문단 1명당 할당받는 다국어 감수비 한도는 어떻게 됩니까?",A,[],1,5,1,,1,,1,5,3,,1,,1,5,1,5,,,1,5,1,1,,,1,5,1,5,,,1,1,5,5,,,1,5,1,5,,,1,5,1,5,,,1,5,3,1,,,1,2,5,1,,,1,5,1,5,,,1,5,1,5,,
"부산관광공사의 경영정보시스템 개선비 109,000,000원을 할당 구조로 파악합니다. 본부 서버의 낡은 CPU 교체용 하드웨어 비용으로 전체 예산의 30%를 공제하고, 남은 액수의 4분의 1을 인사/회계 모듈 UI 프론트엔드 프리랜서 전산팀의 도급비로 현금 지급하려 합니다. 이때 프론트엔드 전산팀에 주어지는 환산 가능 도급비는 얼마입니까?",A,[],1,1,5,,1,,1,2,5,,1,,1,5,1,1,,,1,5,1,4,,,1,5,1,1,,,1,1,5,5,,,5,2,5,1,,,1,5,1,1,,,1,3,5,1,,,3,1,5,1,,,1,5,1,1,,,1,5,1,5,,
"고양도시관리공사 다목적구장 통합망 사업 비용(9,000만 원)과 광주문화재단 예술통합플랫폼 유지보수 용역 비용(약 6,189만 원) 양 발주간의 자본 기입 격차는 수치 적으로 얼마를 기록합니까?",B,[],1,2,5,,1,,3,2,5,,2,,1,5,1,5,,,5,1,5,5,,,1,5,1,5,,,1,1,5,5,,,5,1,5,5,,,1,5,1,5,,,2,2,5,1,,,1,1,5,5,,,5,2,5,5,,,1,5,1,5,,
코이카 주도 우즈벡-키르기즈스탄 스마트 관개망 구축 구역 연합 예산(약 50.31억 원)과 (사)부산국제영화제 예매 행사 시스템망 공급 예산(2.43억 원) 양 과업의 최종 확정 재정금을 하나로 묶어 결산하면 총 얼마인가요?,B,[],1,3,5,,4,,1,4,3,,3,,1,1,5,2,,,1,2,1,4,,,1,2,5,4,,,1,1,1,5,,,1,2,5,4,,,1,3,5,5,,,1,3,3,5,,,1,1,5,4,,,1,2,5,4,,,1,2,5,4,,
"남서울대학교 스마트 학사행정망 정보시스템 보안 개선 예산(70,000,000원) 대비 한국철도공사 운행정보기록 자동 분석 망 개량 자금(미기재) 양 예산을 대조해 볼 때, 정액이 드러나지 않은 쪽은 상식적으로 어느 기관입니까?",B,[],2,4,5,,4,,1,4,5,,5,,1,5,1,5,,,1,3,5,2,,,1,5,1,5,,,5,2,5,5,,,1,5,1,4,,,1,5,1,3,,,2,4,5,1,,,5,2,5,5,,,1,5,1,5,,,1,5,5,1,,
"대검찰청 아태 사이버범죄 교육망(35,750,000원), 부산관광공사 경영정보 개선망(109,000,000원) 양쪽의 공개 자본 수치를 비교하면 더 높은 예산을 선점한 기관은 어디 소속인가요?",B,[],1,3,5,,2,,1,2,5,,1,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,4,5,5,,,1,4,1,5,,,1,5,1,1,,,1,4,5,2,,,5,5,5,1,,,1,5,1,5,,,1,5,1,4,,
"대한민국 철도공사 운행정보기록(블랙박스) 자동분석망은 기관차에 부착된 하드웨어로부터 무수히 쏟아지는 시계열 센서 데이터를 다루고, 부산관광공사 경영정보시스템은 직원들이 매일 올리는 출장비나 기안 문서를 다룹니다. 양 기관 시스템이 수집하는 데이터가 가진 '수집 자동화 1차 원천(Source of Automation)'의 특질적 대비점을 설명해 보십시오.",B,[],1,2,5,,1,,1,2,5,,1,,1,4,1,5,,,1,4,1,5,,,1,4,1,5,,,1,2,5,4,,,1,3,1,2,,,1,4,1,1,,,1,2,5,2,,,1,1,5,2,,,1,3,3,1,,,5,3,5,1,,
"서울시 여성가족재단의 디지털성범죄 안심지원센터(통합망)와 남서울대학교의 스마트 정보시스템(학사행정 암호화)은 외부 공격자(해커)로부터 개인 신상을 사수하는 것을 최상위 과제로 삼습니다. 이 두 정보망에서 다루어지는 데이터가 해커에게 노출될 시, 해커가 이 데이터를 시장(Dark Web 등)에서 현금화(Monetization)하는 범죄적 방식 모델링은 어떻게 양분되는지 그 목적 가치의 차이를 설명하세요.",B,[],1,1,5,,1,,1,3,5,,2,,5,1,5,1,,,5,2,5,1,,,1,1,1,1,,,1,2,5,1,,,5,1,5,1,,,1,1,5,1,,,1,2,3,1,,,4,1,5,1,,,5,1,5,1,,,1,1,5,1,,
아시아물위원회사무국 우즈베키스탄 스마트 관개 통제망(약 50.3억)과 고양도시관리공사 관산 다목적구장 예약 시스템(9천만 원)은 모두 지역의 특정 '공간적 자원'을 컨트롤하는 IT 용역 체계입니다. 두 시스템을 통제하는 서버가 '정전'으로 죽었을 경우 공공 관리 주체(관리자)가 오프라인 현장에서 직면하게 되는 치명적인 '물리적 대응 수단 한계 상황'의 차이점을 도출하십시오.,B,[],1,2,5,,1,,1,3,5,,2,,1,4,1,1,,,5,2,5,1,,,1,3,1,5,,,1,2,3,1,,,1,2,1,1,,,1,2,1,1,,,2,3,5,2,,,1,2,3,1,,,1,2,1,5,,,1,3,1,1,,
"코이카 우즈베키스탄 관개망(50.31억), 부산관광공사 경영망(1.09억), (사)부산국제영화제 예매망(2.43억), 남서울대 암호화 행정망(0.70억) 4곳의 기입된 예산을 먼저 합산 정리하세요. 다음으로 이 중 '결제(Transaction) 및 자본의 이동'이 대규모로 전산망을 타는 건 부산관광공사(내부 사원 회계 지출)와 부산국제영화제(시민들의 티켓 예매 대금 수납) 두 곳입니다. 양 시스템의 결제 트래픽을 관장하는 데이터베이스(DB) 인프라가 겪어내야 할 '일일 트래픽 쏠림 곡선'과 결제 오류 시 '책임 소상(환불 등 민원 CS 주체)'의 구조적 환경을 양자 간 도메인 특화에 입각해 비교 분석하십시오.",B,[],1,4,5,,1,,1,3,5,,1,,1,2,5,4,,,1,4,1,4,,,1,4,1,5,,,1,2,5,3,,,1,1,5,4,,,1,3,1,4,,,1,2,5,1,,,1,2,5,2,,,1,4,1,3,,,1,4,1,5,,
"재단법인 광주광역시 광주문화재단의 2024년 플랫폼 유지/보수 지침 문서 중에, 이 문화재단 건물을 청소하기 위해 파견되는 야간 근로 청소 용역 업체 직원들에 대한 심야 택시비 지원 복리후생 액수 산정표가 존재합니까?",D,[],1,1,5,,1,,1,1,5,,1,,5,2,5,1,,,5,3,5,1,,,2,2,5,1,,,1,1,5,1,,,1,2,3,1,,,1,2,5,1,,,1,2,5,1,,,1,2,5,1,,,1,3,5,1,,,1,1,5,1,,
"대검찰청의 아태 사이버범죄 역량강화 허브(APC-HUB) 온라인 교육시스템 고도화 용역 입찰에 참가하는 업체의 개발자들 중, 연간 1회 필수로 받아야 하는 사설 구강 악안면외과 임플란트 치석 제거 건강검진 바우처 단가가 포함되어 지원되나요?",D,[],1,3,5,,1,,1,2,5,,1,,5,1,5,1,,,5,1,5,1,,,5,3,5,1,,,1,2,5,1,,,5,1,5,1,,,5,5,5,1,,,1,3,5,1,,,3,1,5,1,,,5,1,5,1,,,1,2,5,1,,
"즈기요, 남서율대햑교 거기서 한다는 그 스마트 즁보시스템 활썽화(학솨행정 암오화) 용혁 하는데 투입되는 그 예상 금액이 총 얼만교?",E,[],2,5,1,,5,,3,3,3,,4,,5,3,5,1,,,5,2,5,1,,,1,4,5,1,,,5,1,5,1,,,1,5,1,1,,,1,5,1,1,,,4,5,5,3,,,1,5,1,1,,,5,4,5,1,,,2,3,5,1,,
그 서율특별시 여셩가족재단에서 머시냐 그 시스땜 통합하고 지우는 업무 땜에 자원쓰는데 그 자금 에산이 대략적으로 얼말루 잡혀 잇씀니꽈?,E,[],2,2,5,,2,,5,4,1,,2,,5,1,5,1,,,5,2,5,1,,,5,1,5,1,,,1,4,1,1,,,1,2,5,1,,,1,5,1,2,,,5,4,5,4,,,1,3,5,1,,,5,2,5,1,,,1,2,5,1,,
(사)부산국제영화제가 공고한 BIFF 및 온라인서비스 지원시스템 재개발 용역 건의 투입 예비 자금은 얼마입니까?,A,[],5,5,5,,5,,5,5,5,,5,,5,5,5,5,,,1,2,5,5,,,2,2,5,5,,,4,5,1,5,,,5,1,5,5,,,2,1,5,5,,,5,5,5,5,,,3,3,1,5,,,1,2,5,5,,,2,1,5,5,,
대한민국 대검찰청에서 사이버범죄 대응 교육망(APC-HUB)을 2차 고도화 수립할 때 책정한 IT 예산 한도선은 어떻게 기록되었나요?,A,[],4,4,5,,3,,4,4,5,,1,,5,2,5,1,,,5,2,5,1,,,5,1,5,1,,,1,1,1,1,,,5,2,5,1,,,2,4,5,1,,,4,4,5,2,,,1,1,1,5,,,5,2,5,1,,,1,5,5,1,,
재단법인 광주광역시 광주문화재단의 예술통합플랫폼 시스템을 한 해 동안 온전히 유지 보수하기 위한 사업비는 얼마로 규정되어 있습니까?,A,[],3,2,3,,2,,2,1,1,,1,,5,2,5,2,,,5,2,5,1,,,5,2,5,5,,,1,1,5,1,,,5,2,5,1,,,1,1,5,5,,,2,1,1,1,,,1,3,5,5,,,5,2,5,1,,,1,1,5,1,,
"한국철도공사 소속 기관차(KTX 등)의 운행 로그를 다루는 자동분석 모듈 개량 사업에 있어서, 분석 알고리즘이 예측 정확도를 보장하기 위해 기존의 고장 이력 원본 데이터 '몇 건' 이상의 거대한 데이터셋 검증(Test Set)을 거쳐야 합니까?",A,[],1,2,5,,2,,3,5,5,,1,,5,1,5,5,,,5,2,5,2,,,5,3,5,1,,,5,1,5,1,,,5,2,5,2,,,1,3,5,1,,,1,5,5,1,,,5,2,5,1,,,5,2,5,5,,,1,2,5,1,,
"서울특별시 여성가족재단의 시스템 통합 목표인 디지털성범죄 안심지원센터에서, AI 기반 파트가 유포 동영상을 인터넷 카페 등에 특정해 내면 해당 시스템이 불법 사이트 운영자(웹하드 등)에게 물리적으로 발신하는 '삭제 요청 프로세스의 기술적 절차 단계 체계화'는 어떻게 명시되었나요?",A,[],1,3,5,,1,,5,4,5,,2,,5,4,5,2,,,5,2,5,1,,,5,2,5,2,,,1,2,5,2,,,1,3,5,1,,,1,1,5,1,,,4,3,5,4,,,5,2,5,2,,,5,3,5,1,,,1,2,5,1,,
"부산관광공사의 경영정보시스템 개선 발주비 109,000,000원 안에서, 외부 전문 IT 보안 심사 비용 명목으로 전체 예산의 20%를 선 지급하기로 합니다. 그러고 남은 잔여 예산 중 3분의 1을 사내 기획팀 야근 수당으로 전용 지출한 다음, 남은 최종 금액으로 사내 보안 VPN 라이선스 400개를 대량 일괄 구입한다고 전제합니다. 이때 VPN 1개당 배분되는 단가는 얼마로 책정됩니까?",A,[],1,2,5,,1,,5,1,5,,1,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,1,1,5,1,,,1,2,5,1,,,1,5,1,1,,,1,5,1,1,,
"고양도시관리공사 다목적구장 시스템 구축 사업(9,000만 원)과 남서울대학교 학사망 보안 암호화 사업(7,000만 원) 중 할당 자본 수치가 낮은 쪽은 어디인가요?",B,[],1,2,5,,1,,1,5,1,,2,,1,2,1,5,,,1,5,1,5,,,1,5,1,5,,,1,1,5,2,,,1,5,1,5,,,1,5,5,5,,,2,2,5,2,,,5,3,5,5,,,1,5,1,5,,,1,5,5,5,,
"아시아물위원회 우즈벡 시스템 사업(약 50.31억 원) 대비, 한국연구재단의 실태조사 시스템 기능개선(약 1.29억 원)의 배정 금액 격차 차이는 얼마입니까?",B,[],1,3,5,,4,,1,5,1,,5,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,1,5,5,,,1,5,1,1,,,1,5,1,5,,,1,4,5,5,,,1,1,5,5,,,1,5,1,5,,,1,5,1,5,,
"한국보건산업진흥원 의료기기 시스템 비용(5,000만 원)이 대검찰청 온라인 교육시스템 고도화 2차 사업비(3,575만 원)를 액수상으로 상회하고 있습니까?",B,[],2,5,1,,4,,2,3,3,,2,,1,3,5,5,,,5,1,5,5,,,1,5,1,5,,,1,5,5,5,,,1,5,1,5,,,1,5,1,5,,,2,5,5,4,,,1,2,5,5,,,5,3,5,5,,,1,5,1,1,,
"(사)부산국제영화제 예매시스템 갱신비(2.43억) 규모와 광주문화재단 통합플랫폼 운영비(약 6,189만 원)의 액수를 모두 병합할 시 계산되는 총합은 어떻게 나오나요?",B,[],1,5,1,,4,,1,4,3,,2,,1,4,5,3,,,1,3,1,4,,,1,5,1,2,,,1,4,5,2,,,1,5,1,3,,,1,3,1,3,,,1,2,5,2,,,1,3,5,2,,,2,2,5,3,,,1,5,1,2,,
"고양도시관리공사 다목적구장 예매망과 부산국제영화제의 행사 예약 포털은 시민들의 예약 트래픽을 처리하는 시스템입니다. 이들 시스템에서 사용자가 좌석이나 날짜를 고르고 신용카드 결제 버튼을 누른 후 PG사 통신 중에 '실수(혹은 에러)로 브라우저 뒤로 가기(Back)'를 누르는 트랜잭션 사고 유발 시, 데이터베이스 레이어에서 결제 중단(Rollback)을 수행해야 할 때 '독점 자원의 시간적 해제 속도' 민감도는 서로 어떻게 분기되나요?",B,[],1,3,5,,1,,1,1,5,,1,,5,2,5,1,,,5,3,5,1,,,1,1,1,1,,,3,2,5,1,,,5,2,5,1,,,1,2,5,1,,,1,2,5,1,,,2,2,5,1,,,5,1,5,1,,,1,2,5,1,,
"대검찰청 사이버범죄 APC-HUB 고도화 사업(사이버안보)과 남서울대학교 암호화 개발 용역(교육정보보안)은 보안이라는 대주제 아래 놓여있습니다. 외부 해커로부터 서버가 침해되었을 시, 이들이 다루는 데이터가 지상(Off-line)의 물리적 일상에서 일으키는 '2차 물리적 보안 리스크 스케일'은 목적형 도메인으로서 어떻게 상반됩니까?",B,[],1,1,3,,2,,1,2,5,,1,,5,1,5,1,,,5,1,5,1,,,1,2,1,1,,,5,2,5,1,,,5,1,5,1,,,2,2,5,1,,,1,2,5,2,,,5,2,5,1,,,5,2,5,1,,,1,2,1,1,,
한국연구재단(UICC) 실태조사 시스템 기능개선(대학 연구 통계 수십만 건)과 광주문화재단 예술통합플랫폼(수백 건의 공연 일정)은 모두 데이터 시각화 메뉴를 다룹니다. 시스템 개선 후 관리자 데시보드에서 '비즈니스 인텔리전스(BI)'를 적용해 차트를 띄울 때 시각화의 목적성이 요구되는 비즈니스 타깃층의 차이는 무엇입니까?,B,[],1,2,5,,1,,1,3,5,,2,,5,1,5,1,,,5,5,5,1,,,1,4,1,1,,,5,2,5,1,,,1,2,1,1,,,1,2,5,2,,,2,2,5,1,,,1,2,5,1,,,5,1,5,2,,,3,2,5,1,,
